Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,WI,TPOPP,1975,4579.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,1975,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,1975,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,1975,1842.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,1975,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,1975,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,1975,382.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,1976,401.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,1976,3735.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,1976,2170.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,1976,2346.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,1976,21936.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,1976,2632.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,1976,3083.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,1976,692.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,1976,590.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,1976,8667.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,1976,5133.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,1976,904.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,1976,2903.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,1976,857.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,1976,11343.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,1976,5389.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,1976,2301.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,1976,3529.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,1976,3951.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,1976,5744.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,1976,4151.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,1976,1088.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,1976,9129.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,1976,3965.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,1976,4839.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,1976,2430.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,1976,757.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,1976,5608.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,1976,646.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,1976,1551.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,1976,845.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,1976,7340.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,1976,1189.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,1976,647.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,1976,17941.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,1976,10753.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,1976,2827.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,1976,2378.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,1976,11897.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,1976,946.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,1976,2944.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,1976,686.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,1976,4347.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,1976,12904.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,1976,218035.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,1976,1275.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,1976,5122.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,1976,485.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,1976,3694.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,1976,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,1976,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,1976,4596.0,Resident population including Armed Forces,Thousand,TP,,OP,
